x,y,z,a,b,c,d,Is_Falling
19.70587864,12.39514596,11.810702,1,0,0,0,0
19.70580688,12.35181772,12.03930165,0,0,1,0,0
19.74313166,12.35990899,11.93987358,0,1,0,0,0
19.7251422,12.42308974,11.79232148,1,0,0,0,0
19.74113732,12.31200135,11.63229729,0,0,1,0,0
19.74313764,12.3179203,11.66430117,1,0,0,0,0
19.73821998,12.29572774,11.6055267,0,0,1,0,0
19.78331626,12.20571766,11.22807568,0,1,0,0,0
19.75654495,12.2990873,11.18008446,1,0,0,0,0
19.61052023,12.30969997,11.27459217,0,0,1,0,0
19.58584673,12.35895392,11.15616255,1,0,0,0,0
19.58488748,12.25180171,10.97812007,0,0,1,0,0
19.55080188,12.2151884,10.9574539,1,0,0,0,0
19.40163954,12.18242041,10.89295363,0,0,1,0,0
19.36827852,12.16977129,10.63382362,1,0,0,0,0
19.19633006,12.18330535,10.84183677,0,0,1,0,0
19.11524865,12.21069428,10.75872147,1,0,0,0,0
19.09355004,12.2638256,10.47486154,0,1,0,0,0
18.98615248,12.24167067,10.14220565,1,0,0,0,0
19.02271327,12.22862374,10.12523786,0,1,0,0,0
18.92466209,12.3208635,9.931622351,1,0,0,0,0
18.94308419,12.29359315,9.66596193,0,1,0,0,0
18.81550744,12.24880438,9.891502748,1,0,0,0,0
18.834665,12.24537873,9.824239786,0,1,0,0,0
18.70527277,12.36184144,9.91975284,0,0,0,1,0
18.63984617,12.3926218,9.879043888,1,0,0,0,0
18.37191444,12.67476924,9.913472089,0,0,1,0,0
18.32367846,12.69066879,9.997391067,0,1,0,0,0
18.20406407,12.64866076,10.02089616,1,0,0,0,0
18.03460027,12.63991206,9.974972622,0,0,1,0,0
17.93376956,12.64251747,9.847549093,0,1,0,0,0
17.7988989,12.75628424,9.976038549,0,0,0,1,0
17.69391419,12.82197895,10.06743631,1,0,0,0,0
17.42247033,13.01340157,10.18580263,0,0,1,0,0
17.45304571,12.98461649,10.01299907,0,1,0,0,0
17.38550964,13.01314289,9.969536645,1,0,0,0,0
17.21722677,13.03291228,9.872697801,0,0,1,0,0
17.0743513,13.1180747,9.77882706,0,1,0,0,0
17.06120942,13.2446888,9.829197553,0,0,0,1,0
17.02733914,13.23457693,9.766293941,1,0,0,0,0
16.94971899,13.20697622,9.646428903,0,0,1,0,0
16.91237191,13.20099468,9.673360195,0,1,0,0,0
16.80165041,13.1575588,9.796882623,1,0,0,0,0
16.68972135,13.06542398,9.871963437,0,0,1,0,0
16.50026778,13.03620432,9.783813221,0,1,0,0,0
16.38410581,13.07934509,10.02778215,0,0,0,1,0
16.24458518,13.0308434,9.987095573,1,0,0,0,0
16.12038226,12.96496022,9.981477435,0,0,1,0,0
15.55816816,12.9798644,10.17028812,0,1,0,0,0
15.53055357,12.88539579,9.892993048,1,0,0,0,0
15.36544677,12.82403845,9.941210146,0,0,1,0,0
15.07311735,12.60368527,9.944250821,0,1,0,0,0
14.91340408,12.61335159,10.20347225,0,0,0,1,0
