x,y,z,a,b,c,d,Is_Falling
20.88197098,11.0431592,14.69067595,0,1,0,0,0
20.83088543,11.0590656,14.88850531,0,0,1,0,0
20.8307886,10.97689486,14.72820103,1,0,0,0,0
20.87061622,10.94927831,14.53552708,0,1,0,0,0
20.87736421,11.05078362,14.69956624,0,0,0,1,0
20.8676563,11.08070164,14.87055996,0,0,1,0,0
20.89468819,11.01468082,14.74977487,1,0,0,0,0
20.92317327,11.10209617,14.66505134,0,1,0,0,0
20.90434736,11.15027954,14.88234399,0,0,1,0,0
20.9033202,11.11655053,14.70321918,1,0,0,0,0
20.92904712,11.08089719,14.5104704,0,1,0,0,0
20.9344209,11.19401496,14.6797116,0,0,0,1,0
20.91038921,11.2279406,14.89280341,0,0,1,0,0
20.90628535,11.21522006,14.90254722,1,0,0,0,0
20.90927984,11.18732409,14.92694265,0,1,0,0,0
20.89130012,11.21381932,14.83233657,0,0,1,0,0
20.87585409,11.09563373,14.73600688,1,0,0,0,0
20.89006109,11.16212322,14.66764892,0,1,0,0,0
20.89274072,11.19104583,14.9358303,0,0,0,1,0
20.88273689,11.18070368,14.92686144,0,0,1,0,0
20.87885198,11.1789436,14.94603655,1,0,0,0,0
20.87217535,11.14266338,15.0562475,0,1,0,0,0
20.85940785,11.19937111,14.9640979,0,0,1,0,0
20.86593753,11.17810007,14.85021579,1,0,0,0,0
20.86127467,11.30342073,15.007201,0,0,0,1,0
20.84173526,11.32129823,15.18195628,0,0,1,0,0
20.85537157,11.33795972,15.08041528,1,0,0,0,0
20.87817969,11.41365402,15.01853806,0,1,0,0,0
20.83690457,11.44778174,15.19299333,0,0,1,0,0
20.80026832,11.43353477,14.99779802,1,0,0,0,0
20.81758053,11.35275001,14.8467765,0,1,0,0,0
20.79378213,11.43610253,15.06471287,0,0,0,1,0
20.69401088,11.505043,15.08898522,1,0,0,0,0
20.72133022,11.43590011,14.89688821,0,1,0,0,0
20.6690072,11.4689921,14.94859592,0,0,1,0,0
20.60942969,11.53836421,15.03045452,1,0,0,0,0
20.60916466,11.47520684,14.81045904,0,1,0,0,0
20.56520349,11.43842297,14.8575559,0,0,0,1,0
20.54743177,11.55019755,14.93154768,0,0,1,0,0
20.47411265,11.61804918,14.97318344,1,0,0,0,0
20.49053232,11.56359233,14.86282025,0,1,0,0,0
20.48140301,11.64569795,14.91747802,0,0,1,0,0
20.42166614,11.73585864,14.95200579,1,0,0,0,0
20.39494479,11.74618833,14.72122847,0,1,0,0,0
20.36394331,11.69531413,14.79471913,0,0,0,1,0
20.3138519,11.80340137,14.82386576,0,0,1,0,0
20.2492528,11.77777525,14.75526661,1,0,0,0,0
20.22951633,11.71426368,14.57925182,0,1,0,0,0
20.15125521,11.68575317,14.64129119,0,0,1,0,0
20.08719189,11.58114825,14.42737445,1,0,0,0,0
20.05946969,11.5469058,14.24559165,0,1,0,0,0
20.01124841,11.46530454,14.40306672,0,0,0,1,0
19.90031996,11.49216723,14.50456137,0,0,1,0,0
19.84300188,11.40550328,14.42168302,1,0,0,0,0
19.78836618,11.55140744,14.38927994,0,1,0,0,0
19.63824944,11.57617933,14.48592146,0,0,1,0,0
19.61231304,11.51703497,14.23897482,1,0,0,0,0
19.57678727,11.48138048,14.25351837,0,1,0,0,0
19.45289443,11.46616136,14.45124289,0,0,0,1,0
19.4345953,11.46802814,14.42122253,0,0,1,0,0
19.43409459,11.40273626,14.35788618,1,0,0,0,0
19.28466266,11.4391706,14.31472944,0,1,0,0,0
19.21195616,11.48933613,14.17114411,0,0,1,0,0
19.18875557,11.46550714,14.02419925,1,0,0,0,0
18.67944756,11.42468039,14.13876113,0,1,0,0,0
18.43025844,11.44913138,14.26979303,0,0,0,1,0
18.30776671,11.46653214,14.24908182,0,0,1,0,0
18.30494307,11.3674816,14.22663216,1,0,0,0,0
17.77220601,11.33920916,14.37282621,0,1,0,0,0
17.63028518,11.34123323,14.25734115,0,0,1,0,0
17.59485531,11.34773136,14.12475538,1,0,0,0,0
17.08984032,11.41623638,14.29658771,0,1,0,0,0
16.86627071,11.44600784,14.50594518,0,0,0,1,0
16.76652254,11.45317262,14.47696074,0,0,1,0,0
16.72024073,11.51005809,14.43215234,1,0,0,0,0
16.61180601,11.53905787,14.39318991,0,1,0,0,0
16.46124264,11.56347005,14.29049379,0,0,1,0,0
16.38095487,11.47174038,14.13346605,1,0,0,0,0
