x,y,z,a,b,c,d,Is_Falling
6.325684987,10.44980672,9.480257893,0,0,1,0,0
6.34224329,10.32827437,9.486350974,0,1,0,0,0
6.381571607,10.47775995,9.514933353,1,0,0,0,0
6.32776715,10.28927658,9.736242508,0,0,1,0,0
6.358250605,10.35377951,9.387762554,0,1,0,0,0
6.437969642,10.61492648,9.164098046,1,0,0,0,0
6.408506708,10.55015229,9.512175307,0,0,0,1,0
6.40475643,10.55377361,9.78948666,0,0,1,0,0
6.390765586,10.54658905,9.753570478,0,1,0,0,0
6.365527657,10.57359918,9.802763867,1,0,0,0,0
6.374837046,10.56414017,9.695488636,0,0,1,0,0
6.40067395,10.64413836,9.413072755,0,1,0,0,0
6.40690478,10.71932623,9.388129769,1,0,0,0,0
6.411678386,10.73855067,9.797503044,0,0,0,1,0
6.389027426,10.58619805,9.780091341,0,0,1,0,0
6.382612951,10.5877547,9.762892704,0,1,0,0,0
6.382252086,10.53188451,9.743627727,1,0,0,0,0
6.396488017,10.54793292,9.635944738,0,0,1,0,0
6.392846332,10.56531056,9.375393355,0,1,0,0,0
6.423577287,10.7132401,9.37935299,1,0,0,0,0
6.394003216,10.6839028,9.853085341,0,0,0,1,0
6.393278341,10.58995844,9.798661168,0,0,1,0,0
6.395855134,10.59317447,9.800540301,0,1,0,0,0
6.413869822,10.48731039,9.895007797,1,0,0,0,0
6.42004144,10.51238553,9.778926636,0,0,1,0,0
6.43763925,10.45974838,9.532791362,0,1,0,0,0
6.41781607,10.60086909,9.549527915,1,0,0,0,0
6.357599576,10.49085916,9.993110717,0,0,0,1,0
6.378756467,10.55146973,10.01224678,0,0,1,0,0
6.445837252,10.59510274,10.03024879,0,1,0,0,0
6.436624183,10.59130199,10.0234891,1,0,0,0,0
6.57890865,10.73455388,9.622969838,0,1,0,0,0
6.644544063,10.74358906,9.490280759,1,0,0,0,0
6.689841892,10.85728818,9.919817219,0,0,0,1,0
7.20737867,10.94054166,10.34196176,0,0,1,0,0
7.350349568,11.09292014,10.15578804,0,1,0,0,0
7.387933538,11.16590874,10.20975417,1,0,0,0,0
7.886893156,11.22144121,10.67962385,0,0,1,0,0
