x,y,z,a,b,c,d,Is_Falling
18.4958597,13.76652679,14.36262381,0,0,0,1,0
18.50107204,13.82722515,14.27026757,0,0,1,0,0
18.4059498,13.86897607,14.09480399,1,0,0,0,0
18.44457157,13.91070109,14.11607837,0,1,0,0,0
18.41847018,13.93391689,14.32056618,0,0,0,1,0
18.35926268,13.97304479,14.14017055,1,0,0,0,0
18.32057436,14.05787697,14.27662726,0,0,0,1,0
18.38510721,14.10959092,14.39563983,0,0,1,0,0
18.3421206,14.09138717,14.21541216,1,0,0,0,0
18.42464377,14.12841004,14.24036881,0,1,0,0,0
18.38668716,14.16643227,14.43657987,0,0,0,1,0
18.41883516,14.12131252,14.33959685,0,0,1,0,0
18.30968522,14.14787555,14.15507125,1,0,0,0,0
18.37651213,14.1776102,14.41692306,0,0,0,1,0
18.37456253,14.17670782,14.43025488,0,0,1,0,0
18.4121414,14.13338543,14.53493738,1,0,0,0,0
18.40807507,14.13733353,14.52062538,0,1,0,0,0
18.39148494,14.1597472,14.51862304,0,0,0,1,0
18.37625857,14.16886817,14.53648173,0,0,1,0,0
18.37306455,14.16923863,14.54827776,1,0,0,0,0
18.33928159,14.23018055,14.63684914,0,0,0,1,0
18.41946262,14.20414466,14.76433685,0,0,1,0,0
18.30894092,14.27713554,14.68052521,1,0,0,0,0
18.29651069,14.28989317,14.4583061,0,1,0,0,0
18.3663225,14.28331955,14.59810732,0,0,1,0,0
18.2853009,14.25296792,14.34771245,1,0,0,0,0
18.31493863,14.14722455,14.41416312,0,0,0,1,0
18.4168271,14.1306452,14.58593301,0,0,1,0,0
18.356074,14.06046899,14.54213365,1,0,0,0,0
18.42032255,13.93792119,14.34157368,0,1,0,0,0
18.50028108,13.88923496,14.52760821,0,0,0,1,0
18.5403058,13.80992994,14.44158983,0,0,1,0,0
18.50197399,13.83905574,14.30999022,1,0,0,0,0
18.56022508,13.80412194,14.50465311,0,0,0,1,0
18.523202,13.82823559,14.65914929,0,0,1,0,0
18.50111257,13.73643002,14.40171925,1,0,0,0,0
18.54283386,13.66787719,14.28962926,0,1,0,0,0
18.63333666,13.63403896,14.55717318,0,0,0,1,0
18.65126227,13.57926004,14.44547176,0,0,1,0,0
18.63907855,13.54796635,14.50308736,0,0,0,1,0
18.65813325,13.56253245,14.61252246,0,0,1,0,0
18.59489131,13.53152761,14.57149179,1,0,0,0,0
18.61448599,13.50288819,14.34937942,0,1,0,0,0
18.59468967,13.47527848,14.38582484,0,0,0,1,0
18.62199935,13.47700429,14.48816205,0,0,1,0,0
18.56474008,13.42733543,14.22504524,1,0,0,0,0
18.51468456,13.42260696,14.26330494,0,0,0,1,0
18.5670778,13.38337811,14.4251035,0,0,1,0,0
18.50408154,13.35063252,14.37671051,1,0,0,0,0
18.46511452,13.41746581,14.23228861,0,1,0,0,0
18.53358756,13.376386,14.42761882,0,0,0,1,0
18.46330156,13.44220371,14.34631836,0,0,1,0,0
18.37547182,13.4534368,14.20047124,1,0,0,0,0
18.40949124,13.37659557,14.39868308,0,0,0,1,0
18.33242567,13.4120445,14.47722806,0,0,1,0,0
18.2438066,13.43226654,14.19782407,1,0,0,0,0
18.16298927,13.4475482,14.00541743,0,1,0,0,0
18.17391206,13.30415261,14.17258849,0,0,0,1,0
18.12808349,13.28936816,14.04795866,0,0,1,0,0
18.0655226,13.28157081,13.87797555,1,0,0,0,0
18.07381887,13.21436357,14.09504168,0,0,0,1,0
17.88078063,13.21776055,14.17301477,0,0,1,0,0
17.82164435,13.23664116,13.90607659,1,0,0,0,0
17.69400513,13.30318631,13.80460355,0,1,0,0,0
17.64867451,13.2371236,13.7886941,0,0,0,1,0
17.511133,13.20203903,13.75679535,0,0,1,0,0
17.51446779,13.20923431,13.70560131,1,0,0,0,0
16.7695814,13.55599781,14.21950483,0,0,0,1,0
16.54658327,13.81644334,14.18263891,0,0,1,0,0
16.50773267,13.85217761,14.03262664,1,0,0,0,0
16.4593428,13.90438519,14.0449272,0,1,0,0,0
15.73190832,14.3152054,14.37621841,0,0,0,1,0
15.60131877,14.32996953,14.3775603,0,0,1,0,0
15.61185715,14.33140714,14.38946021,1,0,0,0,0
15.46670955,14.26207749,14.47790306,0,0,1,0,0
15.31766057,14.2957508,14.38176013,0,0,1,0,0
15.27267612,14.28694042,14.28816468,1,0,0,0,0
15.16264457,14.27986164,14.38461907,0,0,1,0,0
15.0928898,14.46493402,14.22601453,1,0,0,0,0
14.98517079,14.48264763,14.08718945,0,1,0,0,0
14.89810311,14.55604623,14.33071975,0,0,0,1,0
14.82573487,14.55663735,14.47185741,0,0,1,0,0
14.64871393,14.68661731,14.1460595,1,0,0,0,0
14.53626068,14.78245322,14.23044818,0,0,0,1,0
14.44873962,14.7893957,14.34840963,0,0,1,0,0
14.34035429,14.87184701,14.10259986,0,1,0,0,0
14.32476419,14.96438739,14.17407008,0,0,0,1,0
14.22166737,14.98771787,14.29336791,0,0,1,0,0
14.13014278,14.88574065,14.15766913,1,0,0,0,0
14.02599503,14.994894,14.15565698,0,0,0,1,0
14.03029169,15.04382587,14.11545609,0,0,1,0,0
13.8672138,15.05771632,14.03208095,1,0,0,0,0
14.47119971,14.73881387,13.44501745,0,1,0,0,0
14.54493507,14.53502335,13.47032398,0,0,0,1,0
14.43562152,14.50345725,13.54575299,0,0,1,0,0
14.34064856,14.46493276,13.40359973,1,0,0,0,0
14.9104873,14.05637249,13.02947754,0,0,0,1,0
14.85564893,13.99084824,12.79525365,1,0,0,0,0
14.71273438,14.04687869,12.762119,0,1,0,0,0
14.67112696,14.00889922,12.82945522,0,0,0,1,0
14.65080983,14.00720272,12.805381,0,0,1,0,0
14.51070561,14.01797952,12.65812005,1,0,0,0,0
14.50509865,13.9867914,12.74940697,0,0,0,1,0
14.43785385,13.89268484,12.81677129,0,0,1,0,0
14.35650271,13.88494493,12.71134278,1,0,0,0,0
14.27236131,13.89976762,12.38926712,0,1,0,0,0
14.22155962,13.86249429,12.44608794,0,0,0,1,0
14.2064738,13.82331017,12.66047051,0,0,1,0,0
14.15785743,13.78883529,12.35536736,1,0,0,0,0
14.11933536,13.77735352,12.43665654,0,0,0,1,0
14.05764302,13.67890324,12.40694797,1,0,0,0,0
13.98253611,13.70200045,12.1762291,0,1,0,0,0
13.95118132,13.67282847,12.2531889,0,0,0,1,0
13.97491495,13.74214802,12.4690813,0,0,1,0,0
13.97488818,13.72719018,12.23500435,1,0,0,0,0
13.9338787,13.71767287,12.30509294,0,0,0,1,0
13.94981556,13.66706588,12.55895181,0,0,1,0,0
13.8837548,13.62179339,12.49644796,1,0,0,0,0
13.80365967,13.65611824,12.19051148,0,1,0,0,0
13.76624904,13.66908787,12.25034289,0,0,0,1,0
13.76692317,13.62206081,12.4882614,0,0,1,0,0
13.73609735,13.67360243,12.23103985,1,0,0,0,0
13.7475168,13.7458397,12.45194507,0,0,0,1,0
13.9967843,13.37004758,12.87370676,0,0,1,0,0
14.01851655,13.39155364,12.65043527,1,0,0,0,0
13.99058149,13.42354925,12.45525236,0,1,0,0,0
14.00950075,13.43536903,12.68117316,0,0,0,1,0
13.97485508,13.56081823,12.54722541,0,0,1,0,0
13.95308021,13.55274167,12.38314002,1,0,0,0,0
13.96581305,13.59432753,12.64331644,0,0,0,1,0
13.98205521,13.62361386,12.84277058,0,0,1,0,0
13.99176757,13.62356084,12.62317834,1,0,0,0,0
13.96672526,13.7323907,12.41021616,0,1,0,0,0
13.95114975,13.76841548,12.61219317,0,0,0,1,0
13.93414394,13.85966707,12.520815,0,0,1,0,0
13.9642599,13.9471014,12.52692955,1,0,0,0,0
13.98755564,13.93898407,12.68436998,0,0,0,1,0
13.95399484,14.04866348,12.59809373,0,0,1,0,0
13.95153382,14.03260136,12.38499012,1,0,0,0,0
13.91438748,14.02588147,12.38264768,0,1,0,0,0
13.87612648,14.12747012,12.36580235,0,0,0,1,0
13.84990225,14.26188699,12.3494293,0,0,1,0,0
13.85376314,14.27777809,12.37510183,1,0,0,0,0
13.83307774,14.3090651,12.65001266,0,0,0,1,0
13.80817166,14.37939654,12.63862627,0,0,1,0,0
13.81132256,14.42192847,12.48413574,1,0,0,0,0
13.82835956,14.37698805,12.55350139,0,1,0,0,0
13.77671183,14.56358887,12.5484092,0,0,0,1,0
13.48637384,14.98322646,12.26797693,0,0,1,0,0
13.46513528,15.03638652,12.21106706,1,0,0,0,0
13.43394082,15.13964735,12.48288711,0,0,0,1,0
13.40317175,15.26974067,12.45675902,0,0,1,0,0
13.42294535,15.2036939,12.30085234,1,0,0,0,0
13.39652719,15.2855886,12.25539203,0,1,0,0,0
13.35704633,15.39903881,12.27616104,0,0,0,1,0
13.34363963,15.43554667,12.28502515,0,0,1,0,0
13.32134176,15.47582897,12.23080399,1,0,0,0,0
13.30792897,15.56776764,12.47603598,0,0,0,1,0
13.29867223,15.65268433,12.44835933,0,0,1,0,0
13.32095143,15.55602046,12.32714839,1,0,0,0,0
13.29827457,15.60197135,12.27794251,0,1,0,0,0
13.26367009,15.73589076,12.29004808,0,0,0,1,0
13.25419241,15.74690031,12.29967593,0,0,1,0,0
13.27027779,15.7218683,12.36915311,1,0,0,0,0
13.21280861,15.89865242,12.59487377,0,0,0,1,0
13.22743704,15.90675608,12.51680853,0,0,1,0,0
13.26105229,15.80503504,12.35684286,1,0,0,0,0
13.26075073,15.79630092,12.33498598,0,1,0,0,0
13.27529115,15.88724664,12.31898707,0,0,0,1,0
13.28152615,15.90608011,12.29634823,0,0,1,0,0
13.28298002,15.89143661,12.30589849,1,0,0,0,0
13.233716,16.03265284,12.42710795,0,0,1,0,0
13.2858066,15.86614325,12.27345583,1,0,0,0,0
13.30344275,15.81518467,12.10641409,0,1,0,0,0
13.28172713,15.86410882,12.27793503,0,0,1,0,0
13.37283892,15.7399554,12.0667586,1,0,0,0,0
13.36459844,15.78860271,12.15234683,0,0,0,1,0
13.32618491,15.82306537,12.36702223,0,0,1,0,0
13.38491773,15.75684169,12.35411717,1,0,0,0,0
13.44486357,15.63504175,12.07665626,0,1,0,0,0
13.42263091,15.69603668,12.17284274,0,0,0,1,0
13.39646769,15.75968832,12.36555316,0,0,1,0,0
13.49384338,15.53817566,12.21434195,1,0,0,0,0
13.4796159,15.60108723,12.27394433,0,0,0,1,0
13.45231618,15.71543997,12.39917027,0,0,1,0,0
13.48998408,15.61344782,12.50076934,1,0,0,0,0
13.55631695,15.44229803,12.26966585,0,1,0,0,0
13.55033692,15.52214417,12.31756983,0,0,0,1,0
13.5167921,15.58977507,12.44497696,0,0,1,0,0
13.58327768,15.33548923,12.23129969,1,0,0,0,0
13.55653144,15.39831952,12.33260764,0,0,0,1,0
13.52894901,15.47914747,12.49453324,0,0,1,0,0
13.54015756,15.36730301,12.57374252,1,0,0,0,0
13.59298019,15.20782839,12.36804922,0,1,0,0,0
13.56970731,15.27647115,12.4625477,0,0,0,1,0
13.55046198,15.34715012,12.62815458,0,0,1,0,0
13.58066667,15.18947877,12.46531863,1,0,0,0,0
13.54073615,15.33199203,12.65810849,0,0,0,1,0
13.48395414,15.44029121,12.80786768,0,0,1,0,0
13.5164986,15.39528974,12.56457833,1,0,0,0,0
13.50175032,15.38337197,12.55531147,0,1,0,0,0
13.49328976,15.37182419,12.54336036,0,0,0,1,0
13.51140676,15.44586452,12.53020299,0,0,1,0,0
13.46782839,15.473604,12.508174,1,0,0,0,0
13.40100211,15.60350563,12.79360165,0,0,0,1,0
13.44112999,15.52630739,12.73051406,0,0,1,0,0
13.47371339,15.41300296,12.58111658,1,0,0,0,0
13.43522714,15.51458628,12.54480184,0,1,0,0,0
13.42019991,15.48327796,12.57175053,0,0,0,1,0
