x,y,z,a,b,c,d,Is_Falling
10.9933563,8.75655951,14.01127175,1,0,0,0,0
11.03920183,8.700713317,14.06807623,0,1,0,0,0
11.05877416,8.721393634,14.32179013,0,0,0,1,0
11.06656453,8.736709829,14.32055667,0,0,1,0,0
11.04267869,8.831760891,14.26123326,1,0,0,0,0
11.0189802,8.747319356,14.00231229,0,1,0,0,0
11.08753526,8.747583132,14.19178781,0,0,1,0,0
11.03008058,8.814188321,14.17141198,1,0,0,0,0
11.05830258,8.833581417,13.91193532,0,1,0,0,0
11.04732909,8.788250333,14.00466605,0,0,0,1,0
11.08749976,8.751861106,14.25095454,0,0,1,0,0
11.02548374,8.783167656,14.21991485,1,0,0,0,0
11.02950449,8.748160478,14.02839226,0,1,0,0,0
11.07164038,8.723871672,14.25402816,0,0,1,0,0
11.04890434,8.796220321,14.17368162,1,0,0,0,0
11.08084802,8.823043529,13.91606429,0,1,0,0,0
11.06970165,8.785532233,14.00475637,0,0,0,1,0
11.07137276,8.782225633,14.02469596,1,0,0,0,0
11.04523085,8.733519813,14.01269474,0,1,0,0,0
11.03416683,8.725698973,14.01769807,0,0,1,0,0
11.08150137,8.768152968,14.02488627,1,0,0,0,0
11.09510013,8.781361352,14.01416787,0,0,0,1,0
11.08408119,8.76790397,14.01108745,0,0,1,0,0
11.11413731,8.915537496,13.94281111,1,0,0,0,0
11.084453,8.862989289,13.79287007,0,1,0,0,0
11.1443834,8.855063225,13.98545134,0,0,1,0,0
11.19419915,8.935661846,13.98324075,1,0,0,0,0
11.18440398,8.898860076,13.70188334,0,1,0,0,0
11.17436186,8.846580726,13.79829309,0,0,0,1,0
11.22806471,8.794586996,14.04111326,0,0,1,0,0
11.30006244,8.892000183,14.10721373,1,0,0,0,0
11.3091172,8.880912314,13.90872779,0,1,0,0,0
11.35733987,8.81639867,14.15108335,0,0,1,0,0
11.40937472,8.87716414,14.10190004,1,0,0,0,0
11.43475882,8.899631631,13.8312774,0,1,0,0,0
11.44041955,8.877711638,13.92881022,0,0,0,1,0
11.49735994,8.850527841,14.16619752,0,0,1,0,0
11.54480376,8.894846841,14.18600629,1,0,0,0,0
11.5700516,8.877918465,13.98987299,0,1,0,0,0
11.62971546,8.848575866,14.21297093,0,0,1,0,0
11.67220974,8.865789424,14.13937558,1,0,0,0,0
11.63791971,8.873349409,13.87642317,0,1,0,0,0
11.70128783,8.874090066,14.14542324,0,0,0,1,0
11.74681833,8.965142466,14.30921555,0,0,1,0,0
11.80192053,8.960216647,14.13501162,1,0,0,0,0
11.78521136,8.838544531,14.15095324,0,1,0,0,0
11.80926895,8.867184468,14.04272664,0,0,1,0,0
11.86837064,8.875461425,13.89226967,1,0,0,0,0
11.8824258,8.831876337,13.90236758,0,1,0,0,0
11.92650456,8.887360568,14.09660474,0,0,0,1,0
