x,y,z,a,b,c,d,Is_Falling
23.31912828,14.51024049,12.47800965,0,1,0,0,0
23.28972749,14.50838348,12.32376526,1,0,0,0,0
23.31072086,14.36138592,12.51715749,0,0,1,0,0
23.34225915,14.5119736,12.52186063,0,1,0,0,0
23.30186777,14.49608167,12.26249278,1,0,0,0,0
23.33988068,14.38093474,12.45344481,0,0,1,0,0
23.35310157,14.51221399,12.53412063,0,1,0,0,0
23.30292948,14.47560006,12.31542384,1,0,0,0,0
23.32578609,14.32414276,12.47337593,0,0,1,0,0
23.4198213,14.33954287,12.52326793,0,1,0,0,0
23.39260498,14.34625784,12.22145202,1,0,0,0,0
23.40264471,14.20812557,12.35324611,0,0,1,0,0
23.46111117,14.230977,12.2494912,0,1,0,0,0
23.43582177,14.1436017,11.97859431,1,0,0,0,0
23.44574641,13.98860609,12.14505797,0,0,1,0,0
23.53910403,13.99586505,12.11153848,0,1,0,0,0
23.51268125,13.98218031,11.84084498,1,0,0,0,0
23.47776626,13.79581531,11.72605434,0,1,0,0,0
23.48591486,13.77151258,11.6137482,1,0,0,0,0
23.41415699,13.77662545,11.35089012,0,1,0,0,0
23.40494427,13.51148208,11.51223197,0,0,1,0,0
23.44633022,13.49037376,11.51534737,1,0,0,0,0
23.43956707,13.27284891,11.68080001,0,0,1,0,0
23.45479687,13.24884442,11.63528859,1,0,0,0,0
23.39990391,13.19797758,11.63932389,0,0,1,0,0
23.44604642,13.02374484,11.47448819,1,0,0,0,0
23.41570865,12.99778129,11.66037539,0,0,1,0,0
23.42268779,13.01090128,11.47989865,1,0,0,0,0
23.37353158,12.85173772,11.65266672,0,0,1,0,0
23.3513618,12.84113835,11.73902851,1,0,0,0,0
23.23813001,12.7442662,11.69758367,0,0,1,0,0
23.1044221,12.49951077,11.66552165,1,0,0,0,0
23.07422614,12.55089763,12.06417345,0,0,0,1,0
22.95356345,12.49154501,12.02392531,0,0,1,0,0
22.84618774,12.44106057,11.99038787,0,1,0,0,0
22.71752067,12.2897812,12.10242234,1,0,0,0,0
22.61292135,12.22042525,12.09043982,0,0,1,0,0
22.53063824,12.14780226,12.15384764,0,1,0,0,0
