x,y,z,a,b,c,d,Is_Falling
6.416744396,9.30695518,13.27664671,0,0,0,1,0
6.378367641,9.314049957,13.50847843,0,0,1,0,0
6.348740265,9.348542471,13.54860882,1,0,0,0,0
6.405774696,9.349221821,13.42969085,0,1,0,0,0
6.365361962,9.31049915,13.6150891,0,0,1,0,0
6.358849583,9.29842518,13.57478659,1,0,0,0,0
6.359333376,9.29481533,13.58379657,0,0,0,1,0
6.351022763,9.235573768,13.60000333,0,0,1,0,0
6.357459015,9.262996733,13.62091125,1,0,0,0,0
6.35708499,9.255695995,13.59466441,0,1,0,0,0
6.349579005,9.188637868,13.64712742,0,0,1,0,0
6.331776655,9.176240121,13.61335249,1,0,0,0,0
6.363006818,9.229705256,13.75733985,0,1,0,0,0
6.363374116,9.239411235,13.7424706,0,0,0,1,0
6.374690788,9.239249161,13.7615626,0,0,1,0,0
6.369920841,9.282919736,13.77676141,1,0,0,0,0
6.441064772,9.358291192,13.57232684,0,1,0,0,0
6.408192981,9.390351183,13.85274696,0,0,1,0,0
6.387020662,9.386598053,13.8443246,1,0,0,0,0
6.412090005,9.477059529,13.55779273,0,1,0,0,0
6.353992476,9.417870813,13.81682026,0,0,0,1,0
6.321392423,9.467542232,13.93138073,0,0,1,0,0
6.171787907,9.56032788,13.96191071,1,0,0,0,0
6.154033243,9.556377378,13.99052686,0,1,0,0,0
6.114701298,9.591239005,14.08368923,0,0,1,0,0
6.144255981,9.509614785,13.75840361,1,0,0,0,0
6.144660848,9.525744679,13.62672425,0,1,0,0,0
6.105259458,9.512285334,13.94136025,0,0,0,1,0
6.077810034,9.51818911,14.03111808,0,0,1,0,0
6.083510586,9.619515031,13.99858311,1,0,0,0,0
6.079206742,9.705371478,14.07325943,0,1,0,0,0
6.123904923,9.754741569,13.97590681,0,0,1,0,0
6.099229296,9.632468854,13.82084235,1,0,0,0,0
6.100147692,9.704965889,13.88936748,0,1,0,0,0
6.069997071,9.690415678,14.17204484,0,0,0,1,0
6.110267854,9.762116557,14.13691426,0,0,1,0,0
6.092820662,9.801323159,14.20309742,1,0,0,0,0
6.080350955,9.878505249,14.1387124,0,1,0,0,0
6.146412691,9.96542316,14.02883079,0,0,1,0,0
6.18188311,9.976452676,13.8710916,1,0,0,0,0
6.144064558,9.940733661,13.88353074,0,1,0,0,0
6.114276929,9.91690448,14.17114444,0,0,0,1,0
6.153284651,9.973173508,14.20461418,0,0,1,0,0
6.162996489,9.980550971,14.27712955,1,0,0,0,0
6.200692099,10.00046916,14.31832121,0,1,0,0,0
6.279090413,10.13444974,14.21997158,0,0,1,0,0
6.293716735,10.06574063,14.03956638,1,0,0,0,0
6.475297466,10.04317126,13.86389252,0,1,0,0,0
6.48113658,9.990898914,14.11743201,0,0,0,1,0
6.505490479,9.971500832,14.15272122,0,0,1,0,0
6.564172159,10.20517983,14.22644736,1,0,0,0,0
6.584567656,10.22029666,14.24644672,0,1,0,0,0
6.629956746,10.2133942,14.12864109,0,0,1,0,0
6.661053593,10.16076056,14.031641,1,0,0,0,0
6.697948409,9.952899799,14.21306958,0,0,0,1,0
6.726795293,9.890226594,14.34524023,0,0,1,0,0
6.8161419,9.922910664,14.20043614,1,0,0,0,0
6.88263431,10.12306705,14.23788045,0,1,0,0,0
6.925751346,10.08685366,14.36687569,0,0,1,0,0
7.048889505,10.15498093,14.09730385,1,0,0,0,0
7.036029258,10.29550005,13.95309253,0,1,0,0,0
7.100573413,10.25366348,14.24230326,0,0,0,1,0
7.152687619,10.24566302,14.38459429,0,0,1,0,0
7.231378092,10.20740225,14.24190323,1,0,0,0,0
7.314694702,10.3090887,14.42529028,0,0,1,0,0
7.32121435,10.30569929,14.40860201,0,1,0,0,0
7.371210075,10.30017166,14.43085903,0,0,0,1,0
7.444418732,10.35205921,14.40277342,0,0,1,0,0
7.494096915,10.36849583,14.25637261,1,0,0,0,0
7.497150306,10.38735057,14.2200244,0,1,0,0,0
7.532824218,10.35802196,14.26108644,0,0,1,0,0
7.619034695,10.3790624,14.35248879,1,0,0,0,0
7.691503794,10.36655755,14.65406954,0,0,0,1,0
7.830300603,10.54247288,14.57891921,0,0,1,0,0
7.932574245,10.56362936,14.41530238,1,0,0,0,0
7.923501678,10.48057684,14.42029173,0,1,0,0,0
8.039309466,10.54064655,14.59506984,0,0,1,0,0
8.101267933,10.82882817,14.46779782,1,0,0,0,0
8.144737563,10.87904441,14.5480917,0,1,0,0,0
8.211086117,11.05432289,14.59388721,0,0,0,1,0
8.305854456,11.16667307,14.6591947,0,0,1,0,0
8.325282508,11.1789626,14.60870231,1,0,0,0,0
8.406106588,11.16151264,14.61383082,0,1,0,0,0
8.480741382,11.24675919,14.65403088,0,0,1,0,0
8.478801786,11.34910901,14.70199565,1,0,0,0,0
8.60612541,11.22779552,14.756574,0,1,0,0,0
8.666426087,11.3043567,14.79482756,0,0,0,1,0
8.718890464,11.31164242,14.84131825,0,0,1,0,0
8.418940393,11.75381593,15.2036528,1,0,0,0,0
8.448028174,11.74301852,15.08320706,0,1,0,0,0
8.619621705,11.88630865,15.26769431,0,0,1,0,0
