x,y,z,a,b,c,d,Is_Falling
5.895916781,9.106636313,13.0610675,0,0,0,1,0
5.943550625,9.308123017,12.99347071,0,0,1,0,0
5.924122299,9.321583028,12.73401603,1,0,0,0,0
5.927359717,9.3342987,13.09375529,0,0,0,1,0
5.934290747,9.535060776,12.7644856,0,1,0,0,0
5.957435449,9.315533053,13.00893526,0,0,1,0,0
5.961928515,9.275166341,13.00340004,1,0,0,0,0
5.978892645,9.320419786,12.98399439,0,0,0,1,0
5.971135798,9.07429355,13.16742567,0,0,1,0,0
6.010262969,9.289612503,12.87963374,1,0,0,0,0
5.999664452,9.070087599,13.2092546,0,0,0,1,0
6.000608521,9.284449593,12.97843566,0,1,0,0,0
6.030523786,9.246105433,13.2163919,0,0,1,0,0
6.059202483,9.334813493,12.82198693,1,0,0,0,0
6.016064736,9.132540722,12.86904084,0,0,0,1,0
6.011641862,8.906241027,13.05243834,0,0,1,0,0
6.048939639,9.117908074,12.75277893,1,0,0,0,0
6.04759871,8.95322971,13.07599794,0,0,0,1,0
6.019898774,8.901694933,12.82555629,0,1,0,0,0
5.995413884,8.696507063,12.99531122,0,0,1,0,0
6.024991142,8.935559854,12.6996053,1,0,0,0,0
5.985872846,8.716572767,12.98329277,0,0,0,1,0
6.017864867,8.923665606,12.69829883,1,0,0,0,0
6.01046853,8.720540785,13.01408287,0,0,0,1,0
5.985629628,8.664202048,12.96148857,0,1,0,0,0
6.040755535,8.880438777,12.9834851,0,0,1,0,0
6.02620198,8.892234418,12.73523538,1,0,0,0,0
5.986754944,8.673289573,13.04208099,0,0,0,1,0
5.97404186,8.691914561,12.70181077,1,0,0,0,0
5.963145501,8.499212269,13.02997485,0,0,0,1,0
5.927956926,8.680254369,12.82666497,0,1,0,0,0
5.948942775,8.671162181,13.08670739,0,0,1,0,0
5.9530566,8.690691383,12.75338699,1,0,0,0,0
5.920828251,8.704714884,12.86286493,0,0,0,1,0
5.903996175,8.722926624,12.85557335,1,0,0,0,0
5.91004225,8.724964086,12.8648779,0,0,0,1,0
5.899958735,8.6975656,12.88529452,0,1,0,0,0
5.883558821,8.713632286,12.63754579,1,0,0,0,0
5.853417084,8.490140048,12.95866725,0,0,0,1,0
5.907529777,8.700742973,12.89557985,0,0,1,0,0
5.926584008,8.907783715,12.69670801,1,0,0,0,0
5.885756663,8.696041257,13.00828125,0,0,0,1,0
5.889613444,8.907724035,12.6566246,0,1,0,0,0
5.884527182,8.942895504,12.6389491,1,0,0,0,0
5.860590984,8.949670876,12.74396749,0,0,0,1,0
5.872140722,8.928619039,12.99519631,0,0,1,0,0
5.923153197,9.127761307,12.67615402,1,0,0,0,0
5.905173563,9.101153005,13.0391306,0,0,0,1,0
5.932039678,9.26055583,12.71236406,0,1,0,0,0
5.987442624,9.274436435,13.01528253,0,0,1,0,0
5.965539897,9.275855254,12.68898941,1,0,0,0,0
5.929879844,9.046579158,13.00175422,0,0,0,1,0
5.992627186,9.243537378,12.9597465,0,0,1,0,0
5.999070383,9.195464297,12.98012056,1,0,0,0,0
5.994072301,9.194515178,12.97726619,0,0,0,1,0
6.003243955,9.243261918,12.9513922,0,1,0,0,0
6.003163732,9.23451083,12.94748836,0,0,1,0,0
6.005178822,9.170323136,12.95043908,1,0,0,0,0
6.004100344,9.1670964,12.93853621,0,0,0,1,0
6.030790554,9.134493448,13.168384,0,0,1,0,0
6.051081876,9.334748621,12.85892803,1,0,0,0,0
6.077735693,9.358277184,13.20261811,0,0,0,1,0
6.055377515,9.349919394,13.18261605,0,1,0,0,0
6.106513692,9.575041739,13.11493832,0,0,1,0,0
6.080823744,9.582921817,12.86959955,1,0,0,0,0
6.034527187,9.395600623,13.1795111,0,0,0,1,0
6.0920836,9.596218162,13.11038611,0,0,1,0,0
6.121654338,9.532301845,13.20401406,1,0,0,0,0
6.12453648,9.535668709,13.57185827,0,0,0,1,0
6.169871349,9.760310183,13.52592345,0,0,1,0,0
6.15314891,9.754092425,13.2884235,1,0,0,0,0
6.100155777,9.574780713,13.60497745,0,0,0,1,0
6.130838268,9.603055879,13.46332843,0,0,1,0,0
6.131915329,9.611865348,13.45436253,1,0,0,0,0
6.076432008,9.402286869,13.49780171,0,0,0,1,0
6.07693868,9.337872924,13.4734523,0,1,0,0,0
6.129464086,9.555374969,13.4289418,0,0,1,0,0
6.092213539,9.594224307,13.19159304,1,0,0,0,0
6.062178562,9.406553353,13.47199508,0,0,0,1,0
6.121379153,9.613862125,13.41089655,0,0,1,0,0
6.152325251,9.613720492,13.47438153,1,0,0,0,0
6.122476493,9.614520309,13.56179181,0,0,0,1,0
6.108253989,9.63255564,13.5138583,0,1,0,0,0
6.162196577,9.853380584,13.45211271,0,0,1,0,0
6.146318448,9.86358824,13.22762877,1,0,0,0,0
6.136535848,9.853321759,13.59647641,0,0,0,1,0
6.164525426,9.861460096,13.52138478,0,0,1,0,0
6.182150176,9.866605293,13.5218582,1,0,0,0,0
6.15555,9.841266185,13.63260443,0,0,0,1,0
6.138286284,9.840082224,13.61557034,0,1,0,0,0
6.189708026,10.03874892,13.55232963,0,0,1,0,0
6.170842435,10.04572919,13.29558451,1,0,0,0,0
6.139129415,9.908238927,13.55860614,0,0,0,1,0
6.170865156,9.929867201,13.48962348,0,0,1,0,0
6.148441671,9.946060762,13.21822862,1,0,0,0,0
6.107547142,9.74547115,13.50444684,0,0,0,1,0
