x,y,z,a,b,c,d,Is_Falling
24.36071498,14.66149144,15.06129163,0,0,0,1,0
24.34571986,14.67738371,15.08011227,0,0,1,0,0
24.31532168,14.64143326,15.02042146,1,0,0,0,0
24.3054691,14.66349725,15.00537934,0,1,0,0,0
24.27316949,14.63312651,14.86533198,0,0,1,0,0
24.21736996,14.60218804,14.70239985,1,0,0,0,0
24.22789424,14.6029277,14.795044,0,1,0,0,0
24.23814311,14.69386601,15.07572423,0,0,0,1,0
24.22888988,14.69022219,15.02011834,0,0,1,0,0
24.11885376,14.64582081,15.09287707,1,0,0,0,0
24.12383192,14.6588994,15.11257286,0,1,0,0,0
24.07716848,14.62694139,14.97272261,0,0,1,0,0
24.00839177,14.64724629,14.87627532,1,0,0,0,0
23.99510012,14.6362289,14.95502772,0,1,0,0,0
23.97227664,14.68283914,15.21060709,0,0,0,1,0
23.93421502,14.67401031,15.21081577,0,0,1,0,0
23.87455892,14.78092213,15.21558023,1,0,0,0,0
23.88288041,14.79465768,15.16508251,0,1,0,0,0
23.82204447,14.73099308,15.00358992,0,0,1,0,0
23.76837655,14.74134498,14.78685568,1,0,0,0,0
23.81551965,14.80512842,14.78589926,0,1,0,0,0
23.7629635,14.82239497,14.98200806,0,0,0,1,0
23.71266012,14.78318985,14.98046535,0,0,1,0,0
23.58566737,15.14131997,14.77914077,1,0,0,0,0
23.54898584,15.08563898,14.6996611,0,1,0,0,0
23.45911388,15.00477146,14.55090803,0,0,1,0,0
23.47689985,14.98866998,14.35907271,0,1,0,0,0
23.4803655,15.04465937,14.75052532,0,0,0,1,0
23.38823003,15.00146759,14.905658,0,0,1,0,0
23.32123315,14.97018595,14.78709041,1,0,0,0,0
23.27824133,15.01701091,14.84671366,0,1,0,0,0
23.16865911,15.00440555,14.99400596,0,0,1,0,0
23.07837338,14.91712765,14.74213397,1,0,0,0,0
22.97987601,14.85718983,14.65426874,0,1,0,0,0
23.02586984,14.93106407,14.95510691,0,0,0,1,0
22.91415655,14.89866894,15.08851095,0,0,1,0,0
22.85542391,14.89701426,14.98735598,1,0,0,0,0
22.78729187,14.79871701,14.94475518,0,1,0,0,0
22.68013489,14.77142369,15.09936993,0,0,1,0,0
22.5868142,14.64131144,14.84627789,1,0,0,0,0
22.53023456,14.63023678,14.99496904,0,0,0,1,0
22.46839652,14.55069932,15.1504041,0,0,1,0,0
22.1643821,14.58819873,15.10578566,1,0,0,0,0
22.03953044,14.5298119,15.01868824,0,1,0,0,0
21.91993573,14.42420495,15.24126077,0,0,1,0,0
21.79314968,14.3731498,15.31534294,1,0,0,0,0
