x,y,z,a,b,c,d,Is_Falling
24.27288735,13.25499085,13.78931217,0,0,1,0,0
24.23401086,13.1509367,13.92903579,0,1,0,0,0
24.20888,13.2404541,14.05817184,0,0,0,1,0
24.18230506,13.19529742,14.08257997,1,0,0,0,0
24.15659504,13.2409841,14.09699363,0,0,1,0,0
24.15109539,13.23979161,14.14321706,0,1,0,0,0
24.07495005,13.14695693,13.78154232,1,0,0,0,0
24.08230967,13.18180007,14.07915496,0,0,1,0,0
23.97407606,13.18438045,13.75510009,0,1,0,0,0
23.98329805,13.26487017,14.09641815,0,0,0,1,0
23.93268799,13.23629084,14.12665902,1,0,0,0,0
23.90043311,13.25470878,14.11201367,0,0,1,0,0
23.92156458,13.21693142,14.13987247,0,1,0,0,0
23.83333253,13.14836121,13.77631364,1,0,0,0,0
23.84468542,13.18855389,14.03744933,0,0,1,0,0
23.8382466,13.15642686,13.81941756,0,1,0,0,0
23.81227876,13.22292273,14.15497041,0,0,0,1,0
23.7252993,13.22862556,14.21708087,1,0,0,0,0
23.6775639,13.24515017,14.21476039,0,0,1,0,0
23.68794594,13.24492677,14.22570572,0,1,0,0,0
23.55067193,13.20481832,13.90907533,1,0,0,0,0
23.53667539,13.23295396,14.20105086,0,0,1,0,0
23.49973027,13.20010241,13.98914549,0,1,0,0,0
23.4460508,13.267986,14.31532765,0,0,0,1,0
23.30020219,13.24749757,14.47923282,1,0,0,0,0
23.22581232,13.25808958,14.48003401,0,0,1,0,0
23.21060913,13.25608052,14.39062188,0,1,0,0,0
23.06509986,13.1376475,14.13795528,1,0,0,0,0
23.03472658,13.17832899,14.37254792,0,0,1,0,0
23.0169541,13.1001702,14.10435986,0,1,0,0,0
22.95345079,13.14547796,14.40651472,0,0,0,1,0
22.91193037,13.28721498,14.40004057,1,0,0,0,0
22.83879118,13.26083057,14.39118352,0,0,1,0,0
22.92238553,13.27178705,14.52937674,0,1,0,0,0
22.77885079,13.23132263,14.22882588,1,0,0,0,0
22.74415839,13.27219387,14.52647064,0,0,1,0,0
22.71641604,13.30318627,14.32324592,0,1,0,0,0
22.60525676,13.36467554,14.62286691,0,0,0,1,0
22.57098036,13.47525642,14.63995738,1,0,0,0,0
22.5031141,13.40254371,14.63079757,0,0,1,0,0
22.34092684,13.44695456,14.66923065,1,0,0,0,0
22.28361766,13.34217252,14.5888758,0,0,1,0,0
22.27644665,13.36259299,14.55989902,0,1,0,0,0
22.17393451,13.34969189,14.6654265,0,0,0,1,0
22.01735858,13.37979388,14.66213117,1,0,0,0,0
22.05061752,13.33243871,14.87360651,0,0,1,0,0
21.94343811,13.27900355,14.72773798,0,1,0,0,0
21.80733696,13.28227563,14.75575456,1,0,0,0,0
21.61458202,13.22977329,14.43346666,0,1,0,0,0
21.57250608,13.19524805,14.73570709,0,0,0,1,0
21.47098297,13.17695894,14.56399434,1,0,0,0,0
21.34129386,13.21445952,14.82831946,0,0,1,0,0
21.22095703,13.20510239,14.78739841,0,1,0,0,0
21.16862144,13.24680895,14.59998079,1,0,0,0,0
21.01340298,13.253336,14.83144053,0,0,1,0,0
20.88817394,13.19153212,14.51244253,0,1,0,0,0
20.80224715,13.12438983,14.8514798,0,0,0,1,0
20.72002673,13.07707666,14.83802843,0,0,1,0,0
20.59122311,12.99524278,14.87726373,1,0,0,0,0
20.54771151,12.92538971,15.02186297,0,0,1,0,0
20.44782349,12.8943957,14.78720898,0,1,0,0,0
20.28249955,12.90500511,15.12604412,0,0,0,1,0
20.20235261,12.91236415,14.92598028,1,0,0,0,0
19.95137874,12.7668385,15.1060106,0,0,1,0,0
19.83739685,12.79741968,14.86476065,0,1,0,0,0
19.73005375,12.85558434,14.88646761,1,0,0,0,0
19.45651763,12.85887749,14.80652361,0,0,1,0,0
19.37158198,12.7753462,14.83757011,0,1,0,0,0
19.25428202,12.78050576,14.82236106,0,0,0,1,0
19.07928597,12.80733859,14.78063357,1,0,0,0,0
18.971663,12.81797512,14.70242132,0,0,1,0,0
18.92249654,12.81632868,14.6344937,0,1,0,0,0
18.71843459,12.85835418,14.58399224,1,0,0,0,0
18.58841359,12.83014564,14.77520567,0,0,1,0,0
18.51274779,12.7875798,14.46672927,0,1,0,0,0
18.38528666,12.84846745,14.71418495,0,0,0,1,0
18.20448578,12.93420617,14.50319441,1,0,0,0,0
18.0836542,12.99597799,14.59705678,0,0,1,0,0
17.98751944,12.97443973,14.59124808,0,1,0,0,0
17.85051525,12.93199747,14.39965032,1,0,0,0,0
17.73499077,12.95485983,14.56624813,0,0,1,0,0
17.76124521,12.91817261,14.11017128,0,1,0,0,0
17.59754593,13.00310546,14.18843789,0,0,0,1,0
17.38944057,13.16941111,14.07128219,1,0,0,0,0
17.17851614,13.17053255,14.00506666,0,0,1,0,0
17.10047211,13.25559788,13.98108393,0,1,0,0,0
16.95981772,13.27672588,13.60372912,1,0,0,0,0
16.69380305,13.19404926,13.62165639,0,0,1,0,0
16.73880103,13.34421865,13.44388222,0,1,0,0,0
16.57253786,13.40987262,13.77213358,0,0,0,1,0
16.35026719,13.25156586,13.84654002,0,0,1,0,0
16.32271097,13.37238258,13.65705067,0,1,0,0,0
16.21576956,13.52013965,13.52946008,1,0,0,0,0
15.96253038,13.43894337,13.37055123,0,0,1,0,0
15.93641637,13.59600278,13.24593084,0,1,0,0,0
15.7483119,13.67676607,13.38870735,0,0,0,1,0
15.6026331,13.80951769,13.33593111,1,0,0,0,0
15.33691844,13.74368952,13.52130836,0,0,1,0,0
15.29061276,13.9174308,13.2070838,0,1,0,0,0
15.20678591,14.00316547,13.18661999,1,0,0,0,0
14.96497499,13.88340214,13.05354574,0,0,1,0,0
14.87434504,13.81152551,13.35517396,0,0,0,1,0
14.89373467,13.87179264,13.17450003,1,0,0,0,0
14.59235327,13.78136406,13.29843784,0,0,1,0,0
14.47860212,13.84079402,13.23801013,0,1,0,0,0
