x,y,z,a,b,c,d,Is_Falling
22.61132422,14.99416463,11.86324882,0,1,0,0,0
22.66075544,15.00213664,12.23748201,0,0,0,1,0
22.56656425,15.10943612,12.27390117,1,0,0,0,0
22.59587769,15.06071302,12.08788641,0,1,0,0,0
22.55583025,15.02516398,11.95893368,0,0,1,0,0
22.60399713,15.03704569,12.34679208,0,0,0,1,0
22.55385099,15.15928508,12.45008718,0,1,0,0,0
22.54230298,15.13013281,12.47393333,0,0,0,1,0
22.5697613,15.09731437,12.48641756,0,1,0,0,0
22.61234763,14.94642087,12.76227822,0,0,1,0,0
22.61325372,14.96025583,12.61893968,1,0,0,0,0
22.55447145,14.90483683,12.23207966,0,1,0,0,0
22.5228946,14.77724078,12.31566593,1,0,0,0,0
22.51887276,14.53335948,12.32702703,0,1,0,0,0
22.47390744,14.50154867,12.19206525,0,0,1,0,0
22.47144929,14.47411725,12.6130475,0,0,0,1,0
22.46606579,14.48130626,12.44285694,1,0,0,0,0
22.37550179,14.40189677,12.07681355,0,1,0,0,0
22.24025182,14.51483441,12.51388712,0,0,0,1,0
22.17968633,14.48563296,12.13210272,1,0,0,0,0
22.11753282,14.40619568,12.40852994,0,0,1,0,0
22.07603948,14.42108406,12.78696381,0,0,0,1,0
22.07339405,14.42328471,12.65592119,1,0,0,0,0
21.98137484,14.34353466,12.23560952,0,1,0,0,0
21.94015145,14.34709521,12.68758669,0,0,0,1,0
21.93076445,14.35870333,12.77477387,1,0,0,0,0
21.84361584,14.29772173,12.40132322,0,1,0,0,0
21.76690068,14.23697806,12.58246023,0,0,1,0,0
21.69644257,14.22489332,12.68661564,1,0,0,0,0
21.63837035,14.16475382,12.45763509,0,1,0,0,0
21.54327465,14.17272944,12.41163041,0,0,0,1,0
21.43779701,14.15060229,12.51713237,1,0,0,0,0
21.36887189,14.07733796,12.03173282,0,1,0,0,0
21.23670433,14.03456067,12.23471914,0,0,1,0,0
21.18067394,14.04956758,12.35765912,0,0,0,1,0
21.03152717,13.94980685,12.28901987,1,0,0,0,0
21.017814,13.9601106,12.38852732,0,1,0,0,0
20.9521086,14.08093365,12.70030179,0,0,0,1,0
20.83091084,14.14257737,12.80038027,1,0,0,0,0
20.8121867,14.17350441,12.64599551,0,1,0,0,0
20.68650558,14.11995799,12.46417667,0,0,1,0,0
20.52826153,13.98844044,12.4555908,1,0,0,0,0
20.52000873,13.99080983,12.45899642,0,1,0,0,0
20.42284915,14.01290709,12.4411982,0,0,0,1,0
20.260414,14.03485285,12.46965778,1,0,0,0,0
20.22403098,13.99088762,12.24326961,0,1,0,0,0
19.91541518,14.2048889,12.09898385,0,0,1,0,0
19.79478852,14.16734027,12.3606788,0,0,0,1,0
19.6723198,14.27114646,12.40534654,1,0,0,0,0
19.56487258,14.25238207,12.36368276,0,0,0,1,0
19.37381588,14.30765344,12.30489403,1,0,0,0,0
19.28913759,14.38503948,12.37784973,0,1,0,0,0
19.07661657,14.39436985,12.38676269,0,0,1,0,0
18.95091443,14.42293438,12.59488273,0,0,0,1,0
18.82980031,14.52160652,12.62515465,1,0,0,0,0
18.72072019,14.48081564,12.3044368,0,1,0,0,0
18.58989751,14.48344529,12.5197943,0,0,0,1,0
18.45923574,14.59795417,12.64506493,1,0,0,0,0
18.33760098,14.60375422,12.43388169,0,1,0,0,0
18.21262663,14.5305246,12.26290393,0,0,1,0,0
18.16704242,14.58097639,12.61696992,0,0,0,1,0
18.03370232,14.64516807,12.59663939,1,0,0,0,0
17.47603671,14.63894863,12.516737,0,1,0,0,0
17.44139991,14.64723217,12.73869901,0,0,0,1,0
17.30994078,14.67850525,12.68137595,1,0,0,0,0
17.17170681,14.67668388,12.45935636,0,1,0,0,0
16.93565511,14.74348791,12.42474324,0,0,1,0,0
16.76275618,14.78571056,12.73379994,0,0,0,1,0
16.28231399,14.38648135,12.75321753,1,0,0,0,0
16.21335472,14.31889615,12.68419162,0,1,0,0,0
16.1036558,14.35922997,12.7233612,1,0,0,0,0
