x,y,z,a,b,c,d,Is_Falling
19.29823031,15.04444465,13.19514034,0,0,0,1,0
19.27332236,14.99236946,13.29840428,0,0,1,0,0
19.39236415,15.05996966,13.32023467,1,0,0,0,0
19.45596419,15.22136137,13.1241522,0,1,0,0,0
18.49957052,15.29972261,13.28097794,0,0,0,1,0
18.38743756,15.28060729,13.42610593,0,0,1,0,0
18.36884109,15.27583943,13.31255225,1,0,0,0,0
18.28573215,15.1755816,13.51928416,0,0,0,1,0
18.20464366,15.1176301,13.43051725,0,0,1,0,0
17.96387509,14.83666604,12.92411066,1,0,0,0,0
17.98034993,14.95752041,12.99718241,0,1,0,0,0
17.87364227,14.97373845,12.99245512,0,0,0,1,0
17.58270034,14.68775508,12.63221023,0,0,1,0,0
17.53519686,14.72043735,12.55193012,1,0,0,0,0
17.4322179,14.63527299,12.72685462,0,0,0,1,0
17.38536295,14.65814678,12.57493158,0,0,1,0,0
17.35231072,14.71853679,12.27866977,1,0,0,0,0
17.26513789,14.76852201,12.31330002,0,1,0,0,0
17.10695502,14.78693956,12.28809826,0,0,0,1,0
17.00907075,14.7615321,12.19840314,0,0,1,0,0
16.93137777,14.78485209,12.05114354,1,0,0,0,0
16.75814516,14.69032228,12.25101812,0,0,0,1,0
16.40783629,14.6542003,12.22518938,0,0,1,0,0
16.35758152,14.67099697,11.94019527,1,0,0,0,0
16.39083037,14.57236117,11.9254524,0,1,0,0,0
16.18959211,14.53854716,11.89225992,0,0,0,1,0
15.81220805,14.54025882,11.90701723,0,0,1,0,0
15.73272492,14.5675892,11.79894208,1,0,0,0,0
15.46973268,14.35781499,11.99594558,0,0,0,1,0
15.99482108,13.97582828,11.45347287,0,0,1,0,0
16.03108301,14.0222827,11.17515124,1,0,0,0,0
15.97699294,14.04148936,11.23956768,0,1,0,0,0
15.97578582,14.03165045,11.22344925,0,0,0,1,0
15.90512172,13.979403,11.18211444,0,0,1,0,0
15.85931024,14.0129485,11.15556215,1,0,0,0,0
15.69971899,13.83023128,11.34417573,0,0,0,1,0
15.60131403,13.77746921,11.2333978,0,0,1,0,0
15.62821323,13.84903294,11.01745047,1,0,0,0,0
15.46584119,13.8057588,10.95507847,0,1,0,0,0
15.44983332,13.77092317,10.98799889,0,0,0,1,0
15.27293446,13.72259811,11.00492139,0,0,1,0,0
15.2200391,13.63726766,11.0615908,1,0,0,0,0
15.13477178,13.52984546,11.26560149,0,0,0,1,0
15.11622767,13.47686297,11.19453338,0,0,1,0,0
15.13192188,13.4688751,11.06942542,1,0,0,0,0
14.97381,13.38015902,11.08481998,0,1,0,0,0
14.98242944,13.37743519,11.11275034,0,0,0,1,0
15.09445844,13.35846545,11.03085467,0,0,1,0,0
15.0396533,13.30585705,11.04110311,1,0,0,0,0
14.82557714,13.31572759,11.32317338,0,0,0,1,0
14.85857686,13.72768819,10.93347425,0,0,1,0,0
15.05914429,13.71092609,10.66007973,0,1,0,0,0
14.90363648,13.60242885,11.03040241,0,0,0,1,0
14.92656625,13.97760343,10.58751639,0,0,1,0,0
14.96704879,14.00028741,10.38561297,1,0,0,0,0
14.79160437,13.91228543,10.7517854,0,0,0,1,0
14.66445578,14.21144065,10.5759026,0,0,1,0,0
14.5399888,14.18471342,10.27412497,1,0,0,0,0
14.38250855,14.16519577,10.44290474,0,0,0,1,0
