x,y,z,a,b,c,d,Is_Falling
19.3396311,13.11833968,13.97523162,0,0,1,0,0
19.29647275,13.14934582,13.74531856,1,0,0,0,0
19.23968833,13.14111973,13.7510588,0,0,0,1,0
19.11884252,13.0667682,13.80286232,0,0,1,0,0
19.09712975,13.04482291,13.59722471,1,0,0,0,0
19.04284275,13.03673139,13.37015244,0,1,0,0,0
18.99769347,13.011528,13.5443964,0,0,0,1,0
18.7390323,13.25771069,13.66878864,0,0,1,0,0
18.76355583,13.18765858,13.48024825,1,0,0,0,0
18.66845733,13.24464747,13.57400038,0,0,0,1,0
18.39926445,13.56799301,13.50303692,0,0,1,0,0
18.31466737,13.64374096,13.58560075,0,0,0,1,0
18.06283414,13.8338488,13.7234096,0,0,1,0,0
18.0748829,13.81171824,13.58096528,1,0,0,0,0
17.97268262,13.83848787,13.7166183,0,0,0,1,0
17.74261231,14.03581366,13.61951499,0,0,1,0,0
17.78717586,14.01174902,13.51604942,1,0,0,0,0
17.68338358,14.04388078,13.33980499,0,1,0,0,0
17.51590604,14.10388623,13.53100962,0,0,0,1,0
17.40900721,14.09127615,13.47112784,0,0,1,0,0
17.39148398,14.10761129,13.40351432,1,0,0,0,0
17.28676337,14.1186189,13.2705597,0,0,1,0,0
17.1735897,14.16994089,13.17482877,1,0,0,0,0
17.05550688,14.13619067,13.13281057,0,1,0,0,0
16.94581165,14.1959038,13.137141,0,0,0,1,0
16.75861257,14.2198571,13.07274387,0,0,1,0,0
16.65101923,14.20673501,13.00151804,1,0,0,0,0
16.5269967,14.23169444,12.97872976,0,0,0,1,0
16.35647792,14.2741841,12.92014246,0,0,1,0,0
16.13619222,14.29464524,12.78390676,1,0,0,0,0
16.12157904,14.34914856,12.77026506,0,1,0,0,0
15.97371035,14.37650238,12.70594369,0,0,0,1,0
15.98123229,14.08521259,12.61858701,0,0,1,0,0
15.72196026,14.12865139,12.47143703,1,0,0,0,0
15.60352484,14.13558632,12.45817235,0,0,0,1,0
15.57829114,13.83141305,12.38019596,0,0,1,0,0
15.45936233,13.8802018,12.03052146,1,0,0,0,0
15.58274147,13.62991009,11.80344635,0,1,0,0,0
15.31169484,13.65693946,11.9697611,0,0,0,1,0
15.13320733,13.54044281,11.83700482,0,0,1,0,0
15.14384104,13.35560616,11.59502108,1,0,0,0,0
14.83990927,13.42659575,11.7689056,0,0,0,1,0
14.64344394,13.35013496,12.05531989,0,0,1,0,0
14.52950875,13.33328938,11.68809636,1,0,0,0,0
14.4398404,13.34982847,11.38548412,0,1,0,0,0
14.19171759,13.35723622,11.57890788,0,0,0,1,0
14.04721782,13.3053631,11.57586509,0,0,1,0,0
13.92108513,13.28730673,11.58387428,1,0,0,0,0
13.76427987,13.20728874,11.8740407,0,0,0,1,0
13.59339786,13.14609537,11.74315358,0,0,1,0,0
13.53964742,13.15397141,11.59325524,1,0,0,0,0
13.36259219,13.11915327,11.52294141,0,1,0,0,0
13.24880022,13.06182467,11.56191837,0,0,0,1,0
13.21306157,13.07071854,11.64685251,0,0,1,0,0
13.20326805,13.09204439,11.6492331,1,0,0,0,0
12.96969099,13.03041777,11.90717444,0,0,0,1,0
12.8417093,12.94626837,11.82529768,0,0,1,0,0
12.85788259,13.07127411,11.70348556,1,0,0,0,0
12.76832367,13.0594336,11.71182284,0,1,0,0,0
12.60346701,13.02788228,11.62221851,0,0,1,0,0
12.61142515,13.10239751,11.3337088,1,0,0,0,0
12.49052051,13.01544732,11.53967329,0,0,1,0,0
12.35754078,13.09748044,11.48526208,1,0,0,0,0
12.27292725,13.01322716,11.19338104,0,1,0,0,0
12.2164399,13.02624063,11.22208374,0,0,1,0,0
12.15794338,13.02455787,11.20138018,1,0,0,0,0
12.08479301,12.9891866,11.19854444,0,0,0,1,0
12.0608817,12.9522442,11.18301785,0,0,1,0,0
12.01449378,12.97526731,11.26038824,1,0,0,0,0
11.87739973,12.91680348,11.26745963,0,1,0,0,0
11.80877687,12.88568397,11.22108968,0,0,0,1,0
11.77158727,12.85192897,11.2308571,0,0,1,0,0
11.66990418,12.80018535,11.27029176,1,0,0,0,0
11.59437099,12.84910566,11.21216518,0,0,0,1,0
11.57773055,12.82421381,11.25926004,0,0,1,0,0
11.5170374,12.77294593,11.28736994,1,0,0,0,0
11.43486473,12.73226271,11.3108388,0,1,0,0,0
11.32722064,12.85875465,11.08870032,0,0,1,0,0
11.35029126,12.83359594,10.93715853,1,0,0,0,0
11.24795088,12.68945112,11.18710513,0,0,0,1,0
11.18180304,12.68939651,11.04584963,0,0,1,0,0
11.15976689,12.72399286,10.91711863,1,0,0,0,0
11.00969097,12.59319754,10.91282619,0,1,0,0,0
11.00252474,12.50248975,11.10900441,0,0,0,1,0
10.99078662,12.57965029,11.06530047,0,0,1,0,0
10.88307548,12.55857548,11.23477538,1,0,0,0,0
10.87217565,12.52335002,11.27564976,0,0,0,1,0
10.76430243,12.43667829,11.43185839,0,0,1,0,0
10.76553322,12.49050467,11.44288173,1,0,0,0,0
10.76348803,12.49348201,11.25201218,0,1,0,0,0
10.64362916,12.56039331,11.3582606,0,0,1,0,0
10.63790659,12.57089555,11.10836471,1,0,0,0,0
10.55180326,12.64397701,11.11011242,0,0,0,1,0
10.45312608,12.54838106,11.2688036,0,0,1,0,0
10.5039647,12.56416288,11.31538299,1,0,0,0,0
10.50000401,12.56241163,11.03428558,0,1,0,0,0
10.42054762,12.63713659,11.02382738,0,0,0,1,0
10.34270094,12.67989256,11.10341046,0,0,1,0,0
10.39697428,12.67385916,10.87014901,1,0,0,0,0
10.32604345,12.68852652,10.84939658,0,0,0,1,0
10.31775423,12.73835721,11.00825506,0,0,1,0,0
10.38357628,12.73618705,11.02823644,1,0,0,0,0
